Time Stamp;Power Supply 1 Power;Voltage, V;Power Output(x10), W
Jan-24-2024 12:37:38.338 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.447 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.556 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.666 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.776 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.885 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.994 PM;29,6781471853;247,9979553223;296,781471853
Jan-24-2024 12:37:39.104 PM;29,6781471853;247,9979553223;296,781471853
Jan-24-2024 12:37:39.212 PM;29,6781471853;247,9979553223;296,781471853
Jan-24-2024 12:37:39.322 PM;29,8894942394;248,5496063232;298,894942394
Jan-24-2024 12:37:39.435 PM;29,8894942394;248,5496063232;298,894942394
Jan-24-2024 12:37:39.543 PM;29,8894942394;248,5496063232;298,894942394
Jan-24-2024 12:37:39.653 PM;29,8894942394;248,5496063232;298,894942394
Jan-24-2024 12:37:39.760 PM;29,8894942394;248,5496063232;298,894942394
Jan-24-2024 12:37:39.868 PM;30,5606503246;248,88671875;305,606503246
Jan-24-2024 12:37:39.980 PM;30,5606503246;248,88671875;305,606503246
Jan-24-2024 12:37:40.087 PM;30,5606503246;248,88671875;305,606503246
Jan-24-2024 12:37:40.195 PM;30,5606503246;248,88671875;305,606503246
Jan-24-2024 12:37:40.304 PM;30,5606503246;248,88671875;305,606503246
Jan-24-2024 12:37:40.412 PM;30,5606503246;248,88671875;305,606503246
Jan-24-2024 12:37:40.524 PM;29,5827898871;247,2011260986;295,827898871
Jan-24-2024 12:37:40.637 PM;29,5827898871;247,2011260986;295,827898871
Jan-24-2024 12:37:40.749 PM;29,5827898871;247,2011260986;295,827898871
Jan-24-2024 12:37:40.856 PM;29,5827898871;247,2011260986;295,827898871
Jan-24-2024 12:37:40.965 PM;29,5827898871;247,2011260986;295,827898871
Jan-24-2024 12:37:41.073 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.185 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.296 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.405 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.515 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.623 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.735 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.841 PM;30,2704593361;244,1976928711;302,704593361
Jan-24-2024 12:37:41.952 PM;30,2837527841;242,0217285156;302,837527841
Jan-24-2024 12:37:42.058 PM;30,2837527841;242,0217285156;302,837527841
Jan-24-2024 12:37:42.167 PM;30,2837527841;242,0217285156;302,837527841
Jan-24-2024 12:37:42.274 PM;30,2837527841;242,0217285156;302,837527841
Jan-24-2024 12:37:42.385 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:42.496 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:42.605 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:42.715 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:42.824 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:42.933 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:43.041 PM;29,5215402799;241,96043396;295,215402799
Jan-24-2024 12:37:43.150 PM;29,9026466292;242,7572631836;299,026466292
Jan-24-2024 12:37:43.257 PM;29,9026466292;242,7572631836;299,026466292
Jan-24-2024 12:37:43.366 PM;29,9026466292;242,7572631836;299,026466292
Jan-24-2024 12:37:43.474 PM;29,9026466292;242,7572631836;299,026466292
Jan-24-2024 12:37:43.583 PM;29,6647793945;243,5234527588;296,647793945
Jan-24-2024 12:37:43.705 PM;29,6647793945;243,5234527588;296,647793945
Jan-24-2024 12:37:43.803 PM;29,6647793945;243,5234527588;296,647793945
Jan-24-2024 12:37:43.922 PM;29,6647793945;243,5234527588;296,647793945
Jan-24-2024 12:37:44.032 PM;29,6647793945;243,5234527588;296,647793945
Jan-24-2024 12:37:44.132 PM;30,1163274962;244,1057434082;301,163274962
Jan-24-2024 12:37:44.248 PM;30,1163274962;244,1057434082;301,163274962
Jan-24-2024 12:37:44.355 PM;30,1163274962;244,1057434082;301,163274962
Jan-24-2024 12:37:44.465 PM;30,1163274962;244,1057434082;301,163274962
